,평균기온,최고기온,최저기온,평균운량,일강수량,대여율,Normalized 대여율,Normalized 최고기온
2020-07-23,21.1,22.6,18.5,10.0,103.1,28.637333333333334,0.05139992195750857,0.6191780821917808
2020-07-24,22.5,26.8,18.7,9.3,2.9,205.32,0.45628201153294595,0.7342465753424657
2020-07-25,24.3,29.0,22.3,7.8,0.0,273.328,0.6121276395582173,0.7945205479452054
2020-07-26,25.4,29.6,21.6,7.4,0.0,252.80533333333332,0.5650983507183753,0.810958904109589
2020-07-27,24.3,25.5,22.9,10.0,2.2,141.12533333333334,0.30917493379886146,0.6986301369863014
2020-07-28,24.4,26.4,22.7,9.9,0.4,181.904,0.4026224240455951,0.7232876712328766
2020-07-29,23.7,24.9,22.6,10.0,50.1,84.59733333333334,0.17963661976209314,0.6821917808219178
2020-07-30,25.3,28.4,23.4,8.3,0.1,246.58133333333333,0.5508355700333194,0.7780821917808218
2020-07-31,26.2,29.6,22.8,6.9,1.5,255.21333333333334,0.5706164702379151,0.810958904109589
2020-08-01,25.3,26.9,24.3,9.8,39.1,93.328,0.19964362231688035,0.736986301369863
2020-08-02,24.9,26.4,23.5,10.0,31.4,30.642666666666667,0.05599529945329353,0.7232876712328766
2020-08-03,25.0,26.3,23.9,10.0,102.6,46.86666666666667,0.09317385887397936,0.7205479452054795
2020-08-04,27.0,29.4,25.0,9.6,3.9,131.67466666666667,0.28751799517510884,0.8054794520547944
2020-08-05,26.5,29.1,25.5,9.8,18.5,76.66933333333333,0.16146899038048576,0.7972602739726028
2020-08-06,24.1,26.0,22.9,8.0,75.7,137.216,0.30021639203181255,0.7123287671232876
2020-08-07,24.3,26.1,22.6,9.0,0.0,208.18933333333334,0.46285731231148936,0.715068493150685
2020-08-08,24.2,26.1,22.7,9.1,19.1,106.72,0.2303324331996358,0.715068493150685
2020-08-09,24.9,25.8,23.7,9.8,50.3,33.024,0.061452310229538176,0.7068493150684931
2020-08-10,26.5,29.5,24.7,9.9,44.6,62.717333333333336,0.12949689588853502,0.8082191780821918
2020-08-11,24.6,27.3,22.4,9.5,97.0,135.93066666666667,0.2972709506049929,0.7479452054794521
2020-08-12,27.2,31.3,23.5,8.3,0.0,208.696,0.46401837843409455,0.8575342465753425
2020-08-13,28.0,30.3,26.3,8.5,0.0,211.608,0.47069145320190997,0.8301369863013699
2020-08-14,27.1,28.0,26.5,9.3,0.4,194.33333333333334,0.43110520929540064,0.7671232876712328
2020-08-15,26.1,27.0,25.0,9.3,69.0,70.04533333333333,0.14628957854600455,0.7397260273972602
2020-08-16,27.4,30.8,25.3,8.3,0.0,176.02933333333334,0.3891601678977038,0.8438356164383561
2020-08-17,28.2,32.2,26.1,4.4,0.0,195.648,0.4341178703398448,0.8821917808219178
2020-08-18,27.5,31.9,24.0,2.8,0.0,219.20533333333333,0.48810133416665913,0.873972602739726
2020-08-19,27.1,31.4,23.6,2.3,0.0,225.77333333333334,0.5031524176402209,0.8602739726027396
2020-08-20,27.7,31.7,25.0,6.4,0.0,227.78666666666666,0.5077661277589943,0.8684931506849315
2020-08-21,26.6,29.2,25.2,8.8,2.5,209.86933333333334,0.4667071631390752,0.7999999999999999
2020-08-22,24.3,27.6,21.7,9.0,42.6,107.00266666666667,0.23098018587856295,0.7561643835616438
2020-08-23,25.3,29.9,21.5,6.0,0.0,214.91733333333335,0.4782750482448211,0.8191780821917808
2020-08-24,27.8,32.0,23.7,5.9,0.0,240.792,0.5375688618639721,0.8767123287671232
2020-08-25,29.9,34.5,26.0,5.9,0.0,234.384,0.5228844308501804,0.9452054794520548
2020-08-26,30.2,34.5,27.0,6.4,0.6,107.11733333333333,0.2312429534747315,0.9452054794520548
2020-08-27,27.1,28.6,25.6,9.9,8.7,87.32,0.1858758224525139,0.7835616438356164
2020-08-28,27.3,29.7,26.0,8.9,13.6,165.45333333333335,0.3649244403069017,0.8136986301369863
2020-08-29,26.8,29.0,25.5,8.4,13.6,90.12533333333333,0.19230446224714928,0.7945205479452054
2020-08-30,26.8,30.6,24.4,7.9,42.5,141.07733333333334,0.30906493806093044,0.8383561643835616
2020-08-31,26.4,30.0,23.8,8.8,0.0,233.76533333333333,0.5214667080057361,0.821917808219178
2020-09-01,26.6,29.5,23.8,8.8,0.0,234.37866666666667,0.5228722091015215,0.8082191780821918
2020-09-02,24.3,26.4,22.6,9.6,33.3,36.650666666666666,0.06976309931765992,0.7232876712328766
2020-09-03,22.7,25.6,20.0,7.4,29.8,190.73066666666668,0.42284941807624443,0.7013698630136986
2020-09-04,23.3,27.5,19.9,1.6,0.0,306.824,0.6888863320110831,0.7534246575342466
2020-09-05,23.3,27.3,19.2,8.0,0.0,302.008,0.6778500929720036,0.7479452054794521
2020-09-06,21.7,24.4,19.5,9.4,6.4,144.33333333333334,0.3165263156172515,0.6684931506849314
2020-09-07,19.2,20.6,17.5,10.0,61.0,8.384,0.004987831424946275,0.5643835616438356
2020-09-08,23.4,26.5,20.6,5.4,0.0,278.94933333333336,0.6250093626448061,0.726027397260274
2020-09-09,21.1,25.3,19.0,7.6,1.3,201.09866666666667,0.44660849746934544,0.6931506849315069
2020-09-10,22.8,27.0,18.8,6.3,3.9,285.73333333333335,0.6405554269390573,0.7397260273972602
2020-09-11,22.4,27.1,19.2,7.6,1.2,163.93066666666667,0.36143513106475644,0.7424657534246576
2020-09-12,20.2,23.2,18.1,9.5,5.7,119.208,0.25894965768469036,0.6356164383561643
2020-09-13,21.5,26.6,16.7,2.8,0.0,317.12266666666665,0.7124865286716169,0.7287671232876712
2020-09-14,21.3,24.9,17.6,4.6,0.0,283.9066666666667,0.636369478023349,0.6821917808219178
2020-09-15,23.0,27.7,18.9,7.5,0.0,298.432,0.6696554104961425,0.7589041095890411
2020-09-16,22.5,24.9,21.3,9.4,0.3,236.65333333333334,0.5280847849045861,0.6821917808219178
2020-09-17,21.3,23.6,20.1,8.4,0.0,293.568,0.658509175719132,0.6465753424657534
2020-09-18,21.5,25.8,18.1,3.1,0.0,315.63466666666665,0.7090766607957552,0.7068493150684931
2020-09-19,21.2,26.2,17.6,1.5,0.3,313.688,0.7046157225352193,0.7178082191780821
2020-09-20,19.7,24.9,15.6,0.0,0.0,295.46133333333336,0.6628478964930781,0.6821917808219178
2020-09-21,19.1,25.3,13.6,4.5,0.0,288.984,0.6480045827467193,0.6931506849315069
2020-09-22,20.2,25.6,15.5,3.1,0.0,300.31733333333335,0.6739757986470999,0.7013698630136986
2020-09-23,19.2,23.8,15.2,7.6,0.0,296.9146666666667,0.6661783230026562,0.6520547945205479
2020-09-24,20.6,25.4,16.8,6.6,0.0,298.65066666666667,0.6701565021911615,0.695890410958904
2020-09-25,20.1,25.4,16.6,4.9,0.0,305.92,0.6868147456133821,0.695890410958904
2020-09-26,19.3,24.8,14.8,4.0,0.0,306.9626666666667,0.6892040974762171,0.6794520547945205
2020-09-27,20.4,25.8,14.9,1.1,0.0,292.29333333333335,0.6555881777896305,0.7068493150684931
2020-09-28,20.7,26.5,15.7,1.1,0.0,287.2373333333333,0.6440019600608959,0.726027397260274
2020-09-29,19.6,23.9,15.3,6.8,0.0,303.528,0.6813332913398195,0.6547945205479452
2020-09-30,19.6,25.7,16.2,7.1,38.3,191.136,0.4237782709743286,0.7041095890410959
2020-10-01,18.8,23.6,15.6,5.5,0.0,218.93066666666667,0.48747191411072055,0.6465753424657534
2020-10-02,19.2,21.9,16.3,9.1,0.0,200.73333333333332,0.4457713076862037,0.6
2020-10-03,19.9,23.2,18.3,8.0,0.0,260.60266666666666,0.5829665472578371,0.6356164383561643
2020-10-04,16.6,21.8,10.6,7.1,0.0,229.576,0.5118665244340896,0.5972602739726027
2020-10-05,13.3,18.4,8.5,2.3,0.0,248.416,0.5550398515720163,0.5041095890410958
2020-10-06,14.2,19.7,9.3,2.5,0.0,267.65066666666667,0.599117588110709,0.5397260273972603
2020-10-07,16.0,22.0,9.9,3.8,0.0,275.5946666666667,0.6173218827382935,0.6027397260273972
2020-10-08,17.2,23.1,12.1,0.1,0.0,281.3573333333333,0.6305274821643456,0.6328767123287672
2020-10-09,17.2,23.3,12.4,4.6,0.0,277.56533333333334,0.6218378188677949,0.6383561643835617
2020-10-10,16.9,21.5,12.3,5.3,0.0,279.1413333333333,0.6254493455965301,0.589041095890411
2020-10-11,16.9,20.8,12.7,5.8,0.0,254.41333333333333,0.5687832079390647,0.5698630136986301
2020-10-12,16.2,21.3,12.1,2.6,0.0,260.58933333333334,0.5829359928861897,0.5835616438356165
2020-10-13,13.6,18.4,8.6,3.5,0.0,259.0933333333333,0.5795077923873394,0.5041095890410958
2020-10-14,12.8,18.0,8.5,6.6,0.0,247.99466666666666,0.5540743334279551,0.4931506849315068
2020-10-15,11.7,18.5,6.5,6.6,0.0,246.81333333333333,0.551367216099986,0.5068493150684932
2020-10-16,11.8,15.4,8.6,7.6,0.0,246.95733333333334,0.551697203313779,0.42191780821917807
2020-10-17,13.1,18.6,8.7,1.0,0.0,252.90666666666667,0.5653305639428965,0.5095890410958904
2020-10-18,13.6,20.2,7.2,0.5,0.0,238.40266666666668,0.532093518464739,0.5534246575342465
2020-10-19,15.1,21.3,9.8,0.0,0.0,253.62666666666667,0.5669805000118617,0.5835616438356165
2020-10-20,15.2,21.7,9.9,0.4,0.0,262.872,0.5881669013122428,0.5945205479452055
2020-10-21,14.1,17.3,11.8,7.3,0.0,257.50933333333336,0.5758779330356157,0.473972602739726
2020-10-22,13.5,18.2,8.4,4.6,0.0,245.6,0.5485867682800629,0.4986301369863014
2020-10-23,8.6,13.3,5.4,0.0,0.0,225.792,0.5031951937605273,0.3643835616438356
2020-10-24,8.7,14.0,3.2,0.0,0.0,206.53866666666667,0.45907468110152805,0.3835616438356164
2020-10-25,11.8,18.2,5.4,2.8,0.0,214.65866666666668,0.47768229343485946,0.4986301369863014
2020-10-26,12.9,19.0,8.0,1.6,0.0,246.33066666666667,0.5502611478463463,0.5205479452054794
2020-10-27,14.0,19.4,9.0,1.5,0.0,254.42933333333335,0.5688198731850417,0.5315068493150684
2020-10-28,13.8,18.2,8.6,3.8,0.0,253.42133333333334,0.5665099626884902,0.4986301369863014
2020-10-29,10.8,16.1,5.5,3.1,0.0,246.04533333333333,0.5496072842930896,0.4410958904109589
2020-10-30,11.9,19.6,5.8,0.4,0.0,258.90133333333335,0.5790678094356154,0.536986301369863
2020-10-31,13.6,18.2,8.5,6.1,0.0,238.51733333333334,0.5323562860609075,0.4986301369863014
2020-11-01,13.7,15.0,11.6,8.6,13.6,87.8,0.18697577983182415,0.410958904109589
2020-11-02,10.8,15.6,7.9,3.0,1.7,231.21333333333334,0.5156186012724034,0.42739726027397257
2020-11-03,5.1,8.6,2.7,1.5,0.5,185.17066666666668,0.4101082450992342,0.2356164383561644
2020-11-04,4.9,10.8,0.2,0.0,0.0,197.75733333333332,0.43895157193448026,0.2958904109589041
2020-11-05,9.6,15.9,3.4,5.3,0.0,226.90666666666667,0.5057495392302589,0.43561643835616437
2020-11-06,13.5,17.2,9.9,8.9,0.0,244.84,0.5468451690961551,0.4712328767123288
2020-11-07,14.6,18.1,12.2,3.6,0.1,224.40266666666668,0.5000114282348572,0.4958904109589041
2020-11-08,8.5,12.4,3.1,0.0,0.0,165.984,0.36614050429847245,0.33972602739726027
2020-11-09,5.5,8.9,0.7,2.4,0.0,195.952,0.43481451001340793,0.24383561643835616
2020-11-10,7.7,12.9,3.5,0.0,0.0,218.57333333333332,0.4866530569505673,0.35342465753424657
2020-11-11,9.3,16.5,3.5,0.0,0.0,230.92,0.5149464050961583,0.4520547945205479
2020-11-12,10.4,17.7,4.6,2.0,0.0,235.18133333333333,0.5247115822747014,0.4849315068493151
2020-11-13,12.2,17.6,8.5,3.0,0.0,242.01066666666668,0.5403615314325542,0.4821917808219178
2020-11-14,12.5,19.3,6.8,1.3,0.0,217.47466666666668,0.48413537672681284,0.5287671232876713
2020-11-15,11.1,14.9,8.2,3.4,0.0,184.26133333333334,0.40802443695287427,0.40821917808219177
2020-11-16,12.4,18.3,7.5,2.1,0.0,233.55466666666666,0.5209839489337056,0.5013698630136987
2020-11-17,15.9,20.0,11.7,7.4,0.1,216.688,0.4823326687996099,0.547945205479452
2020-11-18,16.6,18.7,14.8,9.8,12.2,118.53866666666667,0.25741582822798553,0.5123287671232877
2020-11-19,13.6,19.1,6.9,9.8,86.9,92.24,0.1971503855904438,0.5232876712328768
2020-11-20,2.8,7.0,0.3,6.6,0.0,160.88533333333334,0.35445651258046595,0.1917808219178082
2020-11-21,6.5,12.8,0.3,6.1,0.2,160.77333333333334,0.35419985585862696,0.3506849315068493
2020-11-22,5.6,9.1,1.5,7.8,4.8,92.87466666666667,0.19860477368086513,0.2493150684931507
2020-11-23,1.7,5.9,1.5,0.3,0.0,156.70933333333332,0.3448868833804669,0.16164383561643836
2020-11-24,2.9,6.4,0.2,6.1,0.0,164.97333333333333,0.36382448292759145,0.17534246575342466
2020-11-25,4.6,9.5,0.0,5.4,0.0,173.12266666666667,0.3824993148785474,0.2602739726027397
2020-11-26,5.6,10.9,1.9,5.5,0.0,171.45866666666666,0.37868612929693857,0.29863013698630136
2020-11-27,4.1,7.7,0.6,4.9,0.0,154.912,0.3407681540823831,0.21095890410958903
2020-11-28,0.1,2.8,2.3,2.9,0.0,102.64533333333334,0.22099501722415785,0.07671232876712328
2020-11-29,0.6,2.6,3.6,4.1,0.0,85.896,0.18261261556056024,0.07123287671232877
2020-11-30,0.2,4.3,3.6,0.0,0.0,133.13333333333333,0.29086064343334606,0.1178082191780822
2020-12-01,1.1,6.7,3.6,4.4,0.0,143.69333333333333,0.31505970577817116,0.18356164383561643
2020-12-02,2.4,6.1,0.5,6.6,0.0,148.296,0.32560707487089036,0.16712328767123286
2020-12-03,0.7,4.2,2.3,1.0,0.0,137.42133333333334,0.30068692935518415,0.11506849315068493
2020-12-04,0.6,4.4,4.6,0.9,0.0,135.77333333333334,0.29691040901955235,0.12054794520547946
2020-12-05,2.1,6.6,2.2,5.6,0.0,114.54133333333333,0.24825562760806308,0.18082191780821916
2020-12-06,4.5,9.1,1.2,4.3,0.0,108.30933333333333,0.23397451430001856,0.2493150684931507
2020-12-07,3.4,6.3,0.7,3.8,0.0,132.824,0.29015178201112396,0.17260273972602738
2020-12-08,0.5,4.1,3.5,0.4,0.0,126.97066666666667,0.2767384128578686,0.11232876712328767
2020-12-09,1.5,6.2,4.1,4.5,0.0,134.60266666666666,0.2942277351889013,0.16986301369863013
2020-12-10,5.8,9.3,3.2,7.8,0.0,142.456,0.31222426008928256,0.2547945205479452
2020-12-11,5.3,9.4,2.6,6.5,0.0,142.76266666666666,0.3129270106371752,0.25753424657534246
2020-12-12,2.3,6.1,0.3,1.8,0.0,112.38933333333334,0.24332415202415555,0.16712328767123286
2020-12-13,1.1,2.0,6.0,5.4,2.9,38.29866666666667,0.07353961965329173,0.0547945205479452
2020-12-14,7.7,5.0,9.7,0.0,0.0,74.74666666666667,0.15706304998891535,0.136986301369863
2020-12-15,8.3,4.6,11.1,0.0,0.0,74.74133333333333,0.15705082824025635,0.12602739726027395
2020-12-16,8.3,3.9,11.2,0.0,0.0,73.808,0.15491202222493092,0.10684931506849314
2020-12-17,4.9,0.8,11.1,2.3,0.0,86.17333333333333,0.18324814649082838,0.021917808219178082
2020-12-18,2.1,1.8,6.4,4.1,0.2,80.52,0.17029309291228564,0.049315068493150684
2020-12-19,5.1,1.2,9.6,1.4,0.0,64.34666666666666,0.1332306401038603,0.03287671232876712
2020-12-20,3.7,1.1,8.2,0.0,0.0,62.512,0.12902635856516342,0.030136986301369864
2020-12-21,1.0,4.7,6.0,0.9,0.0,99.42933333333333,0.21362530278277927,0.12876712328767123
2020-12-22,2.0,7.2,2.5,4.8,0.0,113.296,0.245401849296186,0.19726027397260273
2020-12-23,4.5,8.5,0.4,7.8,0.0,112.58133333333333,0.24376413497587962,0.2328767123287671
2020-12-24,2.6,6.1,2.0,1.3,0.0,109.60533333333333,0.2369443992241562,0.16712328767123286
2020-12-25,0.8,3.5,4.7,0.1,0.0,76.26666666666667,0.1605462483567311,0.0958904109589041
2020-12-26,2.2,8.0,2.1,3.0,0.0,99.032,0.21271478250768358,0.2191780821917808
2020-12-27,5.8,10.0,1.4,7.5,0.0,98.94133333333333,0.21250701278048054,0.273972602739726
2020-12-28,6.7,11.4,4.2,5.3,1.3,125.09866666666667,0.2724485790785587,0.31232876712328766
2020-12-29,0.1,4.3,6.2,8.5,0.2,95.32533333333333,0.2042206671896768,0.1178082191780822
2020-12-30,10.9,6.2,12.9,0.8,0.0,59.968,0.12319658445481921,0.16986301369863013
2020-12-31,8.9,5.0,12.9,0.4,0.0,65.42666666666666,0.13570554420730832,0.136986301369863
2021-01-01,4.2,1.6,9.8,3.9,0.0,54.99753086419753,0.11180636736198653,0.043835616438356165
2021-01-02,5.0,1.4,8.4,0.0,0.0,58.34814814814815,0.11948456779266547,0.03835616438356164
2021-01-03,5.6,2.0,9.1,2.9,0.0,53.849382716049384,0.10917529647011792,0.0547945205479452
2021-01-04,3.5,0.3,8.4,4.8,0.0,81.37530864197531,0.17225309927130347,0.00821917808219178
2021-01-05,5.5,2.1,9.9,2.6,0.0,71.68641975308643,0.15005025587411547,0.057534246575342465
2021-01-06,7.4,1.9,12.0,3.6,2.3,54.96543209876543,0.11173281054135364,0.05205479452054794
2021-01-07,14.5,8.4,16.5,0.9,0.0,13.701234567901235,0.017172688509292974,0.23013698630136986
2021-01-08,14.9,10.7,18.6,0.0,0.0,19.82469135802469,0.031205066599258893,0.2931506849315068
2021-01-09,12.2,7.5,16.6,0.8,0.0,22.424691358024692,0.03716316907052265,0.2054794520547945
2021-01-10,7.7,2.7,12.8,3.0,0.0,27.446913580246914,0.04867198239108341,0.07397260273972603
2021-01-11,6.7,4.0,9.6,6.9,0.0,48.20987654320987,0.09625192890661705,0.1095890410958904
2021-01-12,3.9,0.5,9.3,6.1,2.6,31.671604938271606,0.058353191629765544,0.0136986301369863
2021-01-13,2.0,8.3,3.0,3.0,0.0,48.839506172839506,0.09769477423441597,0.2273972602739726
2021-01-14,1.7,7.0,3.6,0.0,0.0,80.50123456790124,0.17025009046330025,0.1917808219178082
2021-01-15,4.5,9.9,0.7,8.5,0.2,80.0716049382716,0.16926556071021395,0.27123287671232876
2021-01-16,4.9,0.7,8.7,0.8,0.0,55.614814814814814,0.11322092160492664,0.01917808219178082
2021-01-17,5.5,1.3,10.8,2.3,0.0,44.644444444444446,0.08808146359939496,0.03561643835616438
2021-01-18,3.8,0.2,9.1,4.3,0.3,44.71604938271605,0.08824555189157601,0.005479452054794521
2021-01-19,6.3,0.2,11.6,0.0,0.0,66.51851851851852,0.1382076077522208,0.005479452054794521
2021-01-20,0.1,7.1,6.6,1.9,0.0,91.31604938271605,0.19503308079961104,0.19452054794520546
2021-01-21,4.5,7.0,2.5,9.6,9.2,43.08888888888889,0.08451678690718588,0.1917808219178082
2021-01-22,5.5,6.6,4.8,9.5,0.1,86.3283950617284,0.18360348251665495,0.18082191780821916
2021-01-23,7.6,12.2,4.8,6.5,0.0,107.08148148148148,0.23116079616430152,0.3342465753424657
2021-01-24,7.3,13.9,2.4,3.4,0.0,123.51604938271605,0.2688218883283391,0.38082191780821917
2021-01-25,7.9,13.9,3.0,6.3,0.0,134.98518518518517,0.2951043061621664,0.38082191780821917
2021-01-26,5.3,7.4,1.7,8.4,1.7,64.86913580246913,0.1344279188150848,0.20273972602739726
2021-01-27,1.7,6.5,1.8,6.4,0.0,112.68888888888888,0.2440106069071695,0.1780821917808219
2021-01-28,2.6,1.4,9.7,5.1,2.0,56.160493827160494,0.11447138755568571,0.03835616438356164
2021-01-29,8.8,4.9,11.6,0.3,0.0,60.333333333333336,0.12403377423796087,0.13424657534246576
2021-01-30,1.6,5.2,8.1,3.9,0.5,70.0716049382716,0.1463497819745841,0.14246575342465753
2021-01-31,3.2,8.7,3.8,4.8,0.0,95.14320987654321,0.20380331710583974,0.23835616438356164
2021-02-01,5.0,9.5,2.3,7.6,0.7,101.60987654320988,0.21862218735488037,0.2602739726027397
2021-02-02,5.6,2.4,8.2,1.8,0.0,76.87901234567902,0.16194948616572769,0.06575342465753424
2021-02-03,3.2,1.4,9.4,5.0,3.4,76.58271604938271,0.16127050012911642,0.03835616438356164
2021-02-04,3.6,0.7,7.4,0.1,0.1,49.879012345679016,0.10007688357952713,0.01917808219178082
2021-02-05,1.4,6.7,4.4,6.0,0.0,93.0246913580247,0.1989485669440693,0.18356164383561643
2021-02-06,6.8,9.5,4.3,9.0,0.0,102.48641975308642,0.22063085437985533,0.2602739726027397
2021-02-07,3.6,7.7,2.6,4.4,0.0,88.08888888888889,0.18763779121752014,0.21095890410958903
2021-02-08,3.1,0.2,5.4,0.0,0.0,84.57530864197531,0.179586148466705,0.005479452054794521
2021-02-09,0.9,4.7,6.1,0.1,0.0,101.62716049382716,0.2186617948736827,0.12876712328767123
2021-02-10,3.4,7.2,1.5,6.3,0.0,115.2074074074074,0.24978198821836517,0.19726027397260273
2021-02-11,5.5,10.9,1.3,5.3,0.0,93.31851851851852,0.19962189476370876,0.29863013698630136
2021-02-12,6.5,14.0,0.6,4.0,0.0,94.44691358024691,0.2022076999198033,0.3835616438356164
2021-02-13,7.6,15.9,1.0,1.1,0.0,126.73827160493828,0.2762058614764865,0.43561643835616437
2021-02-14,9.5,13.8,6.4,8.1,0.0,110.45432098765433,0.23888992054772631,0.3780821917808219
2021-02-15,1.2,8.2,5.2,5.8,1.4,80.2567901234568,0.16968992698309598,0.22465753424657534
2021-02-16,5.1,1.3,7.0,4.0,1.5,56.809876543209874,0.11595949861925871,0.03561643835616438
2021-02-17,8.3,5.2,10.4,1.6,0.0,57.48395061728395,0.11750419185254932,0.14246575342465753
2021-02-18,5.8,0.4,10.6,0.0,0.0,74.73333333333333,0.15703249561726784,0.010958904109589041
2021-02-19,1.6,8.9,7.1,3.3,0.0,111.66172839506173,0.24165678864691717,0.24383561643835616
2021-02-20,8.8,14.9,5.5,2.4,0.0,149.88395061728394,0.32924598736976896,0.40821917808219177
2021-02-21,10.8,17.4,4.7,0.8,0.0,176.46172839506173,0.3901510348537985,0.4767123287671233
2021-02-22,7.8,12.6,0.4,2.6,0.0,135.66172839506171,0.29665465761242876,0.34520547945205476
2021-02-23,0.0,4.3,3.1,3.3,0.0,111.71851851851852,0.24178692763726767,0.1178082191780822
2021-02-24,2.9,10.1,3.0,6.5,0.0,134.49382716049382,0.29397832098478605,0.27671232876712326
2021-02-25,4.2,8.2,0.7,8.1,0.0,132.57777777777778,0.2895875446147,0.22465753424657534
2021-02-26,8.2,15.8,0.5,4.5,0.0,167.1259259259259,0.3687573164835722,0.4328767123287671
2021-02-27,9.5,16.2,4.3,3.5,0.0,188.18271604938272,0.41701059081874536,0.4438356164383561
2021-02-28,7.8,10.8,3.2,6.1,0.0,156.29135802469136,0.34392906041148735,0.2958904109589041
2021-03-01,4.7,9.0,0.5,10.0,67.5,7.323456790123457,0.0025575140712357242,0.2465753424657534
2021-03-02,2.3,6.9,0.2,5.5,0.1,125.95802469135802,0.2744178649134102,0.18904109589041096
2021-03-03,4.4,9.9,1.2,4.5,0.0,154.0395061728395,0.33876876653324184,0.27123287671232876
2021-03-04,7.2,13.0,2.5,6.3,0.0,163.66172839506171,0.3608188380721923,0.3561643835616438
2021-03-05,9.0,16.2,3.0,1.3,0.0,189.68148148148148,0.42044512852060395,0.4438356164383561
2021-03-06,6.6,11.6,3.2,4.9,0.0,152.67407407407407,0.33563977254785826,0.31780821917808216
2021-03-07,6.2,12.2,2.1,3.5,0.0,177.86913580246915,0.39337621852770194,0.3342465753424657
2021-03-08,7.0,13.9,1.5,0.0,0.0,176.46913580246914,0.39016800950471375,0.38082191780821917
2021-03-09,6.6,12.2,2.1,4.3,0.0,178.67654320987654,0.3952264554774676,0.3342465753424657
2021-03-10,8.8,17.1,1.7,0.4,0.0,190.50123456790124,0.4223236565552284,0.4684931506849315
2021-03-11,10.2,17.1,4.7,6.4,0.0,182.91358024691357,0.4049359558010085,0.4684931506849315
2021-03-12,10.5,14.9,7.2,7.0,0.0,165.6716049382716,0.36542462668720527,0.40821917808219177
2021-03-13,9.2,14.2,4.6,5.0,0.0,195.20246913580246,0.4330969016694603,0.3890410958904109
2021-03-14,9.1,14.7,4.9,3.5,0.0,179.49135802469135,0.3970936670781485,0.4027397260273972
2021-03-15,10.6,15.7,5.1,8.9,1.7,180.8740740740741,0.40026226858233444,0.4301369863013698
2021-03-16,8.4,13.1,4.9,1.9,1.3,176.09382716049382,0.38930796052500616,0.35890410958904106
2021-03-17,8.8,17.5,1.8,0.3,0.0,204.33827160493829,0.454032304464974,0.4794520547945205
2021-03-18,11.7,18.4,5.0,5.0,0.0,210.9037037037037,0.46907750339288506,0.5041095890410958
2021-03-19,15.3,20.2,11.4,6.8,0.0,244.27654320987654,0.5455539639831993,0.5534246575342465
2021-03-20,9.9,14.7,7.4,9.8,5.1,62.928395061728395,0.1299805602752811,0.4027397260273972
2021-03-21,5.8,8.6,3.1,6.8,0.3,136.05679012345678,0.2975599723279104,0.2356164383561644
2021-03-22,6.2,11.1,1.1,0.4,0.0,187.47654320987655,0.4153923407648219,0.30410958904109586
2021-03-23,9.1,16.4,2.5,0.3,0.0,211.82222222222222,0.4711823601063799,0.44931506849315067
2021-03-24,10.8,16.9,5.7,4.3,0.0,226.77777777777777,0.505454180304333,0.46301369863013697
2021-03-25,11.9,19.0,6.8,2.4,0.0,232.61481481481482,0.5188302052255747,0.5205479452054794
2021-03-26,12.6,20.6,4.8,5.5,0.0,239.88395061728394,0.5354879959904374,0.5643835616438356
2021-03-27,12.1,15.0,10.2,9.6,25.5,50.2,0.10081245178585599,0.410958904109589
2021-03-28,9.0,13.0,7.7,10.0,9.2,80.42222222222222,0.17006902752020392,0.3561643835616438
