2021-04-07,114207
2021-04-08,105191
2021-04-09,113974
2021-04-10,110980
2021-04-11,113592
2021-04-12,28992
2021-04-13,84172
2021-04-14,98226
2021-04-15,108960
2021-04-16,82177
2021-04-17,71082
2021-04-18,100004
2021-04-19,108598
2021-04-20,113785
2021-04-21,119380
2021-04-22,116722
2021-04-23,116476
2021-04-24,118773
2021-04-25,127151
2021-04-26,122090
2021-04-27,103959
2021-04-28,115380
2021-04-29,105944
2021-04-30,83165
2021-05-01,41123
2021-05-02,115492
2021-05-03,122393
2021-05-04,24069
2021-05-05,125213
2021-05-06,121660
2021-05-07,88097
2021-05-08,73912
2021-05-09,114851
2021-05-10,93814
2021-05-11,130314
2021-05-12,130245
2021-05-13,128298
2021-05-14,128239
2021-05-15,36082
2021-05-16,2514
2021-05-17,60065
2021-05-18,127759
2021-05-19,133864
2021-05-20,67451
2021-05-21,78809
2021-05-22,128763
2021-05-23,115588
2021-05-24,122961
2021-05-25,93453
2021-05-26,120987
2021-05-27,74271
2021-05-28,78928
2021-05-29,63064
2021-05-30,92536
2021-05-31,115335
2021-06-01,110305
2021-06-02,130227
2021-06-03,41123
2021-06-04,131838
2021-06-05,127568
2021-06-06,116208
2021-06-07,121944
2021-06-08,129558
2021-06-09,126823
2021-06-10,82549
2021-06-11,120869
2021-06-12,116059
2021-06-13,103603
2021-06-14,128217
2021-06-15,97851
2021-06-16,139346
2021-06-17,115752
2021-06-18,78992
2021-06-19,122359
2021-06-20,114793
2021-06-21,138150
2021-06-22,124808
2021-06-23,126714
2021-06-24,134714
2021-06-25,140870
2021-06-26,105813
2021-06-27,92869
2021-06-28,106378
2021-06-29,111907
2021-06-30,122200
2021-07-01,138855
2021-07-02,137755
2021-07-03,51624
2021-07-04,34280
2021-07-05,137012
2021-07-06,141676
2021-07-07,120685
2021-07-08,120509
2021-07-09,133467
2021-07-10,108159
2021-07-11,83832
2021-07-12,127772
2021-07-13,127633
2021-07-14,122931
2021-07-15,103482
2021-07-16,104228
2021-07-17,104910
2021-07-18,93806
2021-07-19,95132
2021-07-20,120043
2021-07-21,117569
2021-07-22,114672
2021-07-23,113117
2021-07-24,91773
2021-07-25,80957
2021-07-26,113912
2021-07-27,113813
2021-07-28,108399
2021-07-29,111818
2021-07-30,113329
2021-07-31,90356
2021-08-01,41845
2021-08-02,99544
2021-08-03,117242
2021-08-04,117405
2021-08-05,118205
2021-08-06,117103
2021-08-07,109849
2021-08-08,74145
2021-08-09,126850
2021-08-10,130505
2021-08-11,126807
2021-08-12,105295
2021-08-13,133625
2021-08-14,126122
2021-08-15,117873
2021-08-16,114058
2021-08-17,82028
2021-08-18,118076
2021-08-19,143490
2021-08-20,137294
2021-08-21,40149
2021-08-22,119042
2021-08-23,46686
2021-08-24,40740
2021-08-25,119576
2021-08-26,120865
2021-08-27,84328
2021-08-28,132238
2021-08-29,119703
2021-08-30,140368
2021-08-31,24918
2021-09-01,120894
2021-09-02,138015
2021-09-03,152417
2021-09-04,147188
2021-09-05,137477
2021-09-06,73466
2021-09-07,14591
2021-09-08,138853
2021-09-09,144735
2021-09-10,140589
2021-09-11,135402
2021-09-12,127028
2021-09-13,141744
2021-09-14,143589
2021-09-15,145669
2021-09-16,145375
2021-09-17,149248
2021-09-18,128566
2021-09-19,112630
2021-09-20,104603
2021-09-21,77695
2021-09-22,116915
2021-09-23,145809
2021-09-24,151973
2021-09-25,143617
2021-09-26,139182
2021-09-27,126623
2021-09-28,89055
2021-09-29,57781
2021-09-30,145928
2021-10-01,138491
2021-10-02,136182
2021-10-03,135425
2021-10-04,75930
2021-10-05,119181
2021-10-06,79697
2021-10-07,116818
2021-10-08,70341
2021-10-09,122751
2021-10-10,36212
2021-10-11,122066
2021-10-12,136913
2021-10-13,146363
2021-10-14,145060
2021-10-15,128018
2021-10-16,83290
2021-10-17,69495
2021-10-18,89456
2021-10-19,105129
2021-10-20,116327
2021-10-21,116401
2021-10-22,121592
2021-10-23,107272
2021-10-24,99056
2021-10-25,116265
2021-10-26,125167
2021-10-27,123048
2021-10-28,126416
2021-10-29,129282
2021-10-30,111853
2021-10-31,96432
2021-11-01,119911
2021-11-02,128186
2021-11-03,129594
2021-11-04,123993
2021-11-05,130048
2021-11-06,118833
2021-11-07,111896
2021-11-08,18569
2021-11-09,38917
2021-11-10,82413
2021-11-11,93961
2021-11-12,93366
2021-11-13,89598
2021-11-14,88655
2021-11-15,107707
2021-11-16,108002
2021-11-17,108450
2021-11-18,105793
2021-11-19,113731
2021-11-20,87061
2021-11-21,65968
2021-11-22,72570
2021-11-23,73003
2021-11-24,87852
2021-11-25,91716
2021-11-26,85807
2021-11-27,71353
2021-11-28,66888
2021-11-29,94863
2021-11-30,28587
2021-12-01,62785
2021-12-02,65547
2021-12-03,70087
2021-12-04,59475
2021-12-05,58055
2021-12-06,84020
2021-12-07,89379
2021-12-08,90993
2021-12-09,88633
2021-12-10,73232
2021-12-11,69787
2021-12-12,46233
2021-12-13,62218
2021-12-14,56280
2021-12-15,67884
2021-12-16,80657
2021-12-17,48342
2021-12-18,23784
2021-12-19,19804
2021-12-20,63330
2021-12-21,71556
2021-12-22,73644
2021-12-23,75058
2021-12-24,55216
2021-12-25,18859
2021-12-26,16485
2021-12-27,42521
2021-12-28,51268
2021-12-29,52017
2021-12-30,48993
2021-12-31,40604
2022-01-01,29185
2022-01-02,28914
2022-01-03,53573
2022-01-04,56344
2022-01-05,57413
2022-01-06,59714
2022-01-07,60422
2022-01-08,45366
2022-01-09,38304
2022-01-10,58706
2022-01-11,39715
2022-01-12,45304
2022-01-13,43881
2022-01-14,50087
2022-01-15,41820
2022-01-16,32433
2022-01-17,36605
2022-01-18,46018
2022-01-19,27105
2022-01-20,41568
2022-01-21,51219
2022-01-22,44304
2022-01-23,41704
2022-01-24,63894
2022-01-25,47991
2022-01-26,63246
2022-01-27,59413
2022-01-28,56150
2022-01-29,38024
2022-01-30,31891
2022-01-31,29553
2022-02-01,14212
2022-02-02,28743
2022-02-03,46840
2022-02-04,45787
2022-02-05,31339
2022-02-06,31079
2022-02-07,52453
2022-02-08,58927
2022-02-09,62895
2022-02-10,64927
2022-02-11,67004
2022-02-12,58539
2022-02-13,52389
2022-02-14,46767
2022-02-15,47756
2022-02-16,42522
2022-02-17,46195
2022-02-18,56957
2022-02-19,39653
2022-02-20,30847
2022-02-21,48680
2022-02-22,48398
2022-02-23,47234
2022-02-24,53734
2022-02-25,61573
2022-02-26,38403
2022-02-27,52957
2022-02-28,72542
2022-03-01,49748
2022-03-02,70625
2022-03-03,77700
2022-03-04,72968
2022-03-05,55988
2022-03-06,53875
2022-03-07,72078
2022-03-08,81170
2022-03-09,88625
2022-03-10,86435
2022-03-11,97284
2022-03-12,80704
2022-03-13,37571
2022-03-14,48377
2022-03-15,90277
2022-03-16,98151
2022-03-17,76285
2022-03-18,77855
2022-03-19,33486
2022-03-20,67396
2022-03-21,84756
2022-03-22,96050
2022-03-23,86793
2022-03-24,94936
2022-03-25,80415
2022-03-26,61907
2022-03-27,86816
2022-03-28,104291
2022-03-29,112845
2022-03-30,87831
2022-03-31,110528
2022-04-01,117334
2022-04-02,107302
2022-04-03,111356
2022-04-04,117648
2022-04-05,122858
2022-04-06,127811
2022-04-07,126797
2022-04-08,143545
2022-04-09,148007
2022-04-10,150889
2022-04-11,151754
2022-04-12,119002
2022-04-13,92089
2022-04-14,122654
2022-04-15,141286
2022-04-16,134241
2022-04-17,129927
2022-04-18,139226
2022-04-19,144447
2022-04-20,148079
2022-04-21,149044
2022-04-22,129271
2022-04-23,146570
2022-04-24,133084
2022-04-25,129831
2022-04-26,152367
2022-04-27,156150
2022-04-28,157045
2022-04-29,115321
2022-04-30,125572
2022-05-01,123804
2022-05-02,155868
2022-05-03,161630
2022-05-04,169370
2022-05-05,161574
2022-05-06,167589
2022-05-07,143370
2022-05-08,83449
2022-05-09,165624
2022-05-10,171961
2022-05-11,172189
2022-05-12,173717
2022-05-13,173872
2022-05-14,147975
2022-05-15,146364
2022-05-16,170018
2022-05-17,174664
2022-05-18,147831
2022-05-19,171349
2022-05-20,177475
2022-05-21,158972
2022-05-22,149211
2022-05-23,169251
2022-05-24,176941
2022-05-25,134187
2022-05-26,172688
2022-05-27,183674
2022-05-28,164366
2022-05-29,148794
2022-05-30,161538
2022-05-31,183522
2022-06-01,171655
2022-06-02,177588
2022-06-03,180769
2022-06-04,157500
2022-06-05,126415
2022-06-06,136660
2022-06-07,179409
2022-06-08,182892
2022-06-09,150820
2022-06-10,155223
2022-06-11,160120
2022-06-12,143466
2022-06-13,169956
2022-06-14,166700
2022-06-15,73488
2022-06-16,159975
2022-06-17,181393
2022-06-18,153139
2022-06-19,143464
2022-06-20,181066
2022-06-21,178590
2022-06-22,182183
2022-06-23,54576
2022-06-24,152178
2022-06-25,146769
2022-06-26,122474
2022-06-27,94761
2022-06-28,112003
2022-06-29,52664
2022-06-30,8796
